			O1				O2				O3			
532	1	14	542.65	249.33	540.88	252.23	543.02	249.78	540.74	252.10	542.51	249.37	541.01	252.32
533	1	14	543.16	249.69	542.02	252.79	542.79	249.69	541.67	252.88	543.30	249.81	542.21	252.89
534	1	14	544.00	250.17	543.20	253.19	543.38	250.40	542.85	253.23	544.07	250.13	543.42	253.21
535	1	14	545.09	250.57	544.39	253.50	544.82	250.73	544.09	253.53	545.10	250.48	544.56	253.37
536	1	14	546.65	250.89	545.65	253.78	546.12	250.77	545.31	253.69	546.70	250.84	545.86	253.61
537	1	14	548.31	251.40	546.79	254.27	547.82	251.38	546.53	254.06	548.71	251.39	546.98	254.15
538	1	14	549.60	252.01	547.84	254.86	548.97	252.11	547.64	254.59	550.11	252.21	547.94	254.95
539	1	14	550.67	252.70	548.96	255.52	550.32	252.74	548.67	255.27	550.50	252.51	548.99	255.55
540	1	14	551.48	253.25	550.06	256.11	551.02	253.19	549.73	255.94	551.31	253.11	550.11	256.01
541	1	14	552.28	253.73	551.16	256.62	552.02	253.84	550.93	256.40	552.45	253.63	551.25	256.57
542	1	14	553.38	254.20	552.35	257.12	553.10	254.35	551.99	257.01	553.72	254.00	552.39	257.10
543	1	14	554.68	254.59	553.49	257.53	554.15	254.64	553.05	257.63	555.04	254.50	553.54	257.59
544	1	14	556.32	255.21	554.70	257.98	556.14	255.37	554.25	258.05	556.38	255.21	554.68	258.11
545	1	14	557.56	256.09	555.79	258.62	557.12	256.25	555.26	258.74	557.59	256.01	555.76	258.77
546	1	14	558.55	256.83	556.83	259.33	557.92	256.87	556.29	259.50	558.55	256.66	556.77	259.42
547	1	14	559.43	257.43	557.80	259.99	558.69	257.39	557.41	260.01	559.58	257.33	557.85	260.13
548	1	14	560.43	258.07	558.90	260.67	560.07	258.07	558.46	260.71	560.65	257.93	558.90	260.83
549	1	14	561.56	258.72	559.93	261.33	561.06	258.67	559.43	261.47	561.74	258.52	559.92	261.53
550	1	14	562.86	259.42	560.91	262.12	562.48	259.33	560.51	262.16	562.96	259.16	560.96	262.24
551	1	14	564.01	260.09	561.85	262.93	563.62	260.12	561.47	262.87	564.33	259.96	561.88	263.03
552	1	14	565.19	261.02	562.84	263.68	564.70	260.93	562.45	263.70	565.39	260.74	562.85	263.86
553	1	14	566.12	261.92	563.82	264.52	565.47	261.58	563.48	264.42	566.23	261.52	563.92	264.55
554	1	14	566.86	262.59	564.81	265.33	566.39	262.31	564.56	265.05	566.92	262.18	564.92	265.21
555	1	14	567.57	263.13	565.83	266.03	567.28	262.97	565.62	265.71	567.81	262.78	565.98	265.95
556	1	14	568.47	263.68	566.91	266.63	568.30	263.76	566.63	266.40	568.96	263.30	567.02	266.66
557	1	14	569.64	264.31	568.01	267.21	569.42	264.15	567.66	267.11	570.02	263.82	568.10	267.25
558	1	14	570.68	264.88	569.04	267.82	570.48	264.88	568.78	267.67	571.15	264.56	569.26	267.81
559	1	14	571.59	265.41	570.15	268.45	571.36	265.46	569.82	268.38	572.03	265.16	570.32	268.36
560	1	14	572.61	265.88	571.24	269.00	571.89	265.86	570.97	268.84	572.91	265.68	571.42	268.91
561	1	14	573.87	266.36	572.44	269.53	573.59	266.51	572.06	269.44	574.02	266.20	572.60	269.43
562	1	14	575.04	266.89	573.56	270.04	574.54	266.79	573.20	269.96	575.23	266.72	573.73	269.90
563	1	14	576.02	267.36	574.67	270.56	575.97	267.30	574.33	270.42	576.34	267.30	574.88	270.38
564	1	14	576.90	267.76	575.84	271.01	576.30	267.70	575.50	270.92	577.23	267.79	576.02	270.86
565	1	14	577.86	268.15	577.10	271.34	577.30	268.32	576.70	271.27	577.90	268.14	577.20	271.33
566	1	14	578.80	268.49	578.29	271.59	578.62	268.49	577.83	271.74	578.86	268.51	578.48	271.65
567	1	14	579.75	268.81	579.50	271.82	579.38	268.53	579.06	272.01	579.95	268.65	579.62	271.89
568	1	14	580.80	269.00	580.75	272.01	580.69	268.72	580.29	272.30	581.12	268.66	580.94	272.08
569	1	14	581.88	269.00	581.93	272.12	581.30	268.94	581.52	272.43	581.94	268.76	582.13	272.12
570	1	14	583.03	268.94	583.25	272.18	582.61	268.86	582.76	272.51	582.94	268.87	583.37	272.04
571	1	14	584.11	268.87	584.50	272.10	583.37	268.92	584.01	272.46	584.15	268.79	584.64	271.90
572	1	14	585.58	268.61	585.76	272.01	584.74	268.65	585.23	272.21	585.45	268.53	585.85	271.79
573	1	14	586.72	268.47	587.00	271.98	586.00	268.39	586.44	272.11	586.77	268.23	587.08	271.69
574	1	14	587.66	268.48	588.18	271.76	587.23	268.24	587.72	271.96	588.01	268.02	588.34	271.57
575	1	14	589.18	268.27	589.45	271.54	588.47	268.01	588.93	271.75	589.34	267.88	589.58	271.44
576	1	14	590.46	268.15	590.71	271.50	589.94	267.78	590.19	271.62	590.74	267.75	590.83	271.41
577	1	14	591.61	268.07	591.93	271.41	591.23	267.69	591.44	271.56	591.93	267.69	592.08	271.36
578	1	14	593.03	267.87	593.22	271.31	592.39	267.60	592.69	271.48	593.19	267.63	593.34	271.26
579	1	14	594.27	267.72	594.41	271.24	593.45	267.62	593.92	271.30	594.50	267.59	594.61	271.14
580	1	14	595.40	267.70	595.64	271.15	594.93	267.50	595.13	271.06	595.74	267.61	595.84	271.06
581	1	14	596.69	267.69	596.94	271.00	596.42	267.31	596.42	271.06	596.87	267.67	597.06	271.02
582	1	14	598.08	267.59	598.15	270.89	597.35	267.40	597.64	270.85	598.08	267.67	598.33	270.96
583	1	14	599.40	267.51	599.39	270.90	598.83	267.38	598.88	270.83	599.47	267.54	599.63	270.92
584	1	14	600.55	267.52	600.65	270.92	600.00	267.40	600.14	270.85	600.75	267.40	600.87	270.91
585	1	14	601.91	267.50	601.92	270.91	601.25	267.29	601.37	270.81	601.94	267.30	602.04	270.88
586	1	14	603.20	267.39	603.10	270.91	602.90	267.08	602.61	270.89	603.31	267.22	603.37	270.84
587	1	14	604.50	267.40	604.42	270.93	603.97	267.05	603.84	271.05	604.59	267.17	604.58	270.82
588	1	14	605.70	267.46	605.63	270.98	604.90	267.15	605.09	270.94	605.83	267.17	605.85	270.79
589	1	15	388.84	166.23	386.99	168.15	388.73	166.05	386.71	168.32	389.33	166.14	386.93	168.54
590	1	15	387.93	165.32	386.06	167.26	388.07	165.34	385.76	167.45	388.44	165.11	385.93	167.77
591	1	15	386.95	164.43	385.17	166.41	387.14	164.31	384.99	166.69	387.72	164.30	384.98	166.94
592	1	15	386.15	163.74	384.48	165.83	385.95	163.39	384.00	165.91	386.89	163.43	384.18	166.05
593	1	15	385.14	162.94	383.52	165.12	385.02	162.70	383.05	165.03	385.61	162.36	383.31	165.14
594	1	15	384.15	162.21	382.52	164.38	384.25	162.06	382.36	164.50	384.77	161.68	382.51	164.51
595	1	15	383.21	161.51	381.55	163.60	383.44	161.33	381.35	163.79	383.91	160.94	381.55	163.75
596	1	15	382.24	160.77	380.60	162.79	382.30	160.48	380.48	162.93	382.80	160.00	380.56	163.00
597	1	15	381.28	159.97	379.62	162.00	381.33	159.77	379.61	162.37	381.74	159.22	379.60	162.33
598	1	15	380.35	159.19	378.72	161.32	380.40	159.10	378.58	161.72	380.64	158.53	378.61	161.61
599	1	15	379.12	158.33	377.66	160.55	379.34	158.41	377.58	160.95	379.56	157.92	377.70	160.96
600	1	15	378.24	157.80	376.87	160.02	378.12	157.69	376.63	160.34	378.60	157.33	376.81	160.44
601	1	15	377.31	157.22	375.99	159.51	377.10	157.10	375.55	159.73	377.88	156.89	376.26	160.19
602	1	15	376.14	156.53	374.88	158.96	376.20	156.55	374.69	159.24	377.00	156.35	375.10	159.70
603	1	15	375.05	155.96	373.77	158.39	375.09	155.92	373.75	158.81	375.89	155.78	374.08	159.02
604	1	15	373.85	155.37	372.64	157.76	373.86	155.42	372.64	158.32	374.60	155.13	372.96	158.42
605	1	15	372.83	154.89	371.73	157.31	372.88	155.01	371.50	157.75	373.40	154.52	371.84	157.91
606	1	15	371.64	154.38	370.64	156.84	371.76	154.43	370.47	157.27	372.14	153.94	370.67	157.41
607	1	15	370.43	153.95	369.46	156.32	370.51	153.93	369.37	156.80	370.95	153.42	369.52	156.96
608	1	15	369.36	153.53	368.34	155.79	369.48	153.55	368.23	156.25	370.00	153.01	368.38	156.47
609	1	15	368.47	153.12	367.44	155.39	368.45	153.05	367.18	155.78	368.64	152.50	367.29	155.81
610	1	16	390.65	176.40	389.11	175.02	390.75	176.29	389.16	174.64	390.65	176.51	389.00	174.50
611	1	16	389.97	177.07	388.60	175.59	390.04	177.04	388.25	175.49	389.84	177.14	388.11	175.38
612	1	16	389.16	177.91	387.62	176.35	389.20	178.02	387.46	176.46	389.08	177.88	387.32	176.35
613	1	16	388.50	178.63	386.81	177.32	388.02	178.99	386.63	177.37	388.28	178.70	386.72	176.94
614	1	16	387.72	179.58	386.07	178.35	387.27	179.62	385.83	178.36	387.94	179.08	385.82	177.81
615	1	16	387.09	180.49	385.35	179.32	386.71	180.46	384.95	179.25	387.17	180.26	385.16	178.86
616	1	16	386.51	181.37	384.75	180.40	386.42	181.14	384.29	180.29	386.57	181.42	384.43	179.86
617	1	17	380.21	190.30	378.78	188.93	380.19	189.99	378.78	188.43	380.33	190.09	378.61	188.46
618	1	17	379.21	191.16	377.95	189.88	379.49	190.75	377.87	189.23	379.61	190.99	377.73	189.30
619	1	17	378.54	191.83	377.18	190.85	378.83	191.54	377.04	190.17	378.89	191.85	376.88	190.21
620	1	17	378.03	192.69	376.52	191.93	378.21	192.35	376.37	191.24	378.38	192.50	376.20	191.24
621	1	17	377.58	193.88	375.81	192.98	377.55	193.37	375.75	192.33	377.84	193.39	375.63	192.38
622	1	17	377.12	194.98	375.25	194.10	377.10	194.36	375.05	193.33	377.33	194.65	375.04	193.51
623	1	17	376.42	196.19	374.74	195.21	376.67	195.26	374.63	194.53	376.84	195.71	374.48	194.61
624	1	17	375.78	197.17	374.16	196.35	376.04	196.73	374.08	195.65	376.29	196.76	374.09	195.80
625	1	17	375.28	198.30	373.57	197.46	375.53	197.86	373.45	196.73	375.56	198.08	373.51	196.88
626	1	17	374.72	199.49	372.95	198.53	375.01	198.75	372.93	197.87	375.15	198.93	372.94	197.98
627	1	17	374.37	200.39	372.34	199.58	374.52	199.81	372.56	199.03	374.64	200.13	372.45	199.12
628	1	17	373.69	201.82	371.82	200.75	373.83	201.24	372.06	200.21	373.96	201.55	371.81	200.24
629	1	17	373.12	202.72	371.31	201.88	373.29	202.12	371.38	201.23	373.51	202.41	371.19	201.33
630	1	17	372.69	203.75	370.82	203.07	372.84	202.93	371.09	202.43	373.04	203.33	370.81	202.48
631	1	18	346.60	141.52	344.96	138.49	346.45	141.56	344.56	138.72	346.59	142.04	344.64	138.46
632	1	18	345.66	142.04	343.88	139.12	345.73	142.25	343.52	139.41	345.79	142.50	343.56	139.09
633	1	18	344.72	142.65	342.81	139.77	344.49	143.00	342.60	140.03	344.53	143.19	342.52	139.75
634	1	18	343.87	143.28	341.78	140.42	343.77	143.57	341.64	140.63	343.99	143.53	341.52	140.52
635	1	18	342.94	144.02	340.77	141.18	342.76	144.35	340.59	141.31	342.71	144.55	340.54	141.24
636	1	18	341.59	144.84	339.79	141.95	341.51	145.19	339.57	142.01	341.86	145.10	339.64	141.78
637	1	18	340.34	145.52	338.72	142.64	340.19	145.85	338.69	142.48	340.52	146.05	338.64	142.31
638	1	18	339.53	146.01	337.93	143.02	339.21	146.26	337.54	143.03	339.61	146.53	337.58	142.87
639	1	18	338.44	146.66	336.82	143.54	338.48	146.65	336.76	143.46	338.53	147.12	336.66	143.36
640	1	18	337.28	147.28	335.71	144.07	337.30	147.25	336.07	143.70	337.48	147.62	335.77	143.74
641	1	18	336.06	147.86	334.57	144.62	336.74	147.49	334.88	144.12	336.35	148.15	334.64	144.23
642	1	18	334.84	148.36	333.46	145.16	335.63	148.22	333.79	144.71	335.14	148.62	333.67	144.63
643	1	19	387.13	119.92	385.95	117.04	387.06	120.29	385.98	117.21	387.45	120.49	386.10	116.61
644	1	19	386.15	120.46	384.74	117.47	386.15	120.67	384.82	117.62	387.00	120.71	384.96	117.07
645	1	19	385.04	121.06	383.61	117.94	385.00	121.20	383.66	118.12	385.50	121.42	383.82	117.63
646	1	19	383.78	121.61	382.42	118.47	383.94	121.70	382.50	118.60	384.27	121.99	382.65	118.08
647	1	19	382.73	122.05	381.38	118.93	382.84	122.20	381.40	119.13	383.12	122.50	381.53	118.48
648	1	19	381.51	122.58	380.19	119.44	381.50	122.81	380.27	119.62	381.93	122.98	380.32	118.98
649	1	19	380.41	123.07	379.07	119.87	380.20	123.20	379.29	119.91	380.83	123.40	379.17	119.49
650	1	19	379.49	123.53	378.04	120.24	379.65	123.35	378.18	120.44	379.94	123.76	378.11	120.00
651	1	19	378.52	124.07	376.91	120.65	378.38	123.96	377.01	120.98	378.79	124.34	376.94	120.54
652	1	19	377.39	124.63	375.75	121.19	377.37	124.51	375.86	121.38	377.71	124.95	375.80	121.01
653	1	19	376.35	125.05	374.71	121.80	376.65	124.93	374.79	121.98	376.68	125.49	374.69	121.54
654	1	19	375.20	125.54	373.63	122.43	375.23	125.83	373.65	122.53	375.52	126.06	373.55	122.14
655	1	19	374.19	126.00	372.54	123.04	374.45	126.24	372.55	123.14	374.40	126.62	372.41	122.70
656	1	19	373.13	126.66	371.37	123.67	372.76	127.03	371.48	123.83	373.42	127.12	371.33	123.28
657	1	19	372.11	127.26	370.31	124.27	371.73	127.35	370.38	124.35	372.47	127.62	370.25	123.95
658	1	19	371.27	127.81	369.25	124.90	371.05	127.68	369.29	125.00	371.72	128.03	369.31	124.69
659	1	19	370.39	128.50	368.20	125.58	370.16	128.25	368.30	125.77	370.51	128.72	368.35	125.48
660	1	19	369.32	129.38	367.17	126.31	368.88	129.05	367.30	126.52	369.35	129.45	367.29	126.18
661	1	19	368.05	130.17	366.15	126.99	367.82	129.86	366.30	126.93	368.25	130.16	366.22	126.82
662	1	19	366.89	130.84	365.01	127.67	366.77	130.48	365.18	127.49	367.07	130.90	365.13	127.43
663	1	19	365.94	131.45	363.95	128.28	366.04	130.91	364.08	128.15	365.89	131.60	363.97	127.97
664	1	19	365.02	132.11	362.92	128.87	365.01	131.87	362.97	128.64	364.96	132.15	362.84	128.56
665	1	19	363.70	132.96	361.79	129.55	364.13	132.41	362.04	129.46	364.13	132.65	361.86	129.21
666	1	20	399.87	115.59	398.31	120.16	400.44	115.68	398.68	120.24	400.24	115.43	398.50	120.28
667	1	20	401.15	116.03	399.45	120.58	401.20	116.07	399.52	120.49	401.53	115.95	399.72	120.69
668	1	20	402.35	116.51	400.51	120.99	402.26	116.47	400.25	120.78	402.37	116.30	400.54	120.98
669	1	20	403.38	116.94	401.41	121.38	403.30	117.06	401.23	121.23	403.49	116.77	401.62	121.40
670	1	20	404.33	117.34	402.19	121.78	404.14	117.43	402.37	121.75	404.61	117.23	402.68	121.83
671	1	20	405.53	117.88	403.27	122.37	405.23	117.85	403.52	122.21	405.66	117.66	403.61	122.25
672	1	20	406.66	118.44	404.37	122.93	406.59	118.45	404.56	122.64	406.87	118.20	404.58	122.74
673	1	20	407.88	119.10	405.54	123.52	407.50	118.88	405.23	123.02	407.84	118.68	405.32	123.16
674	1	20	408.86	119.61	406.51	124.03	408.54	119.39	406.28	123.66	408.97	119.29	406.35	123.79
675	1	20	409.84	120.11	407.44	124.56	409.81	120.04	407.41	124.29	410.03	119.89	407.45	124.45
676	1	20	410.97	120.66	408.46	125.18	410.65	120.47	408.49	124.90	410.96	120.42	408.49	125.01
677	1	20	411.88	121.09	409.37	125.75	411.83	121.08	409.61	125.41	412.01	120.99	409.68	125.60
678	1	20	413.14	121.73	410.53	126.40	413.03	121.73	410.71	125.99	413.04	121.53	410.80	126.12
679	1	20	414.25	122.48	411.56	126.91	414.23	122.40	411.80	126.59	414.25	122.21	411.89	126.59
680	1	20	415.18	123.19	412.71	127.44	415.37	123.15	412.92	127.22	415.49	123.05	413.12	127.13
681	1	20	416.01	123.79	413.88	127.93	415.96	123.50	414.05	127.73	416.42	123.66	413.93	127.59
682	1	20	416.97	124.37	415.08	128.43	417.31	124.13	415.16	128.29	417.10	124.04	414.56	128.04
683	1	20	418.00	124.86	416.14	128.92	418.58	124.85	416.29	128.87	418.00	124.49	415.54	128.79
684	1	20	419.16	125.35	417.30	129.48	419.60	125.51	417.40	129.43	418.66	124.79	416.61	129.40
685	1	20	420.32	125.84	418.49	130.03	420.51	126.01	418.47	130.00	419.70	125.24	417.83	129.89
686	1	20	421.46	126.36	419.58	130.50	421.41	126.50	419.65	130.52	420.96	125.77	419.00	130.34
687	1	20	422.87	127.08	420.68	131.02	422.21	126.84	420.83	130.92	422.40	126.46	420.17	130.84
688	1	20	423.89	127.70	421.48	131.49	423.61	127.19	421.35	131.23	423.71	127.20	421.20	131.39
689	1	20	424.98	128.38	422.50	132.18	424.97	128.14	421.93	131.72	424.94	127.96	422.33	132.09
690	1	20	425.94	128.98	423.54	132.85	425.43	128.49	422.92	132.46	425.90	128.53	423.31	132.73
691	1	20	427.02	129.64	424.68	133.55	426.55	129.12	423.93	133.20	426.95	129.14	424.37	133.41
692	1	21	683.86	158.45	680.77	159.37	684.16	158.58	680.17	159.97	683.99	158.00	680.35	159.54
693	1	21	683.59	157.26	680.36	158.30	683.80	157.39	679.75	158.79	683.61	156.99	679.87	158.37
694	1	21	683.13	155.94	679.93	157.28	683.23	156.01	679.37	157.69	683.26	155.90	679.44	157.25
695	1	21	682.86	155.05	679.48	156.35	682.75	154.99	678.89	156.43	682.83	154.62	678.98	156.08
696	1	21	682.53	153.83	678.95	155.21	682.45	153.91	678.41	155.33	682.28	153.24	678.49	154.87
697	1	21	681.83	152.31	678.49	154.10	681.87	152.39	677.97	154.18	681.73	152.05	678.02	153.77
698	1	21	681.10	151.26	678.00	152.88	681.16	151.11	677.47	153.02	681.17	150.99	677.56	152.59
699	1	21	680.37	150.13	677.52	151.77	680.71	150.24	676.94	151.87	680.55	149.88	677.22	151.79
700	1	21	679.58	149.05	676.98	150.76	679.99	148.92	676.56	150.93	679.97	148.88	676.67	150.93
701	1	21	679.10	148.29	676.43	149.92	679.53	148.13	676.19	150.41	679.37	147.82	675.97	149.89
702	1	21	678.55	147.18	675.71	148.91	678.89	147.05	675.43	149.51	678.83	146.81	675.32	148.92
703	1	21	677.93	146.08	675.03	147.86	678.16	145.99	674.70	148.49	678.06	145.50	674.60	147.86
704	1	21	677.20	144.97	674.41	146.83	677.31	144.91	673.98	147.46	677.28	144.44	673.96	146.94
705	1	21	676.50	143.91	673.73	145.88	676.60	143.98	673.28	146.57	676.59	143.57	673.40	146.23
706	1	21	675.70	142.75	673.02	145.07	675.82	142.90	672.42	145.61	675.92	142.70	672.64	145.40
707	1	21	674.71	141.69	672.14	144.11	675.07	141.97	671.69	144.62	675.25	141.79	671.85	144.48
708	1	21	673.92	140.90	671.34	143.13	674.19	140.97	670.96	143.60	674.25	140.68	671.07	143.46
709	1	22	607.08	469.43	604.20	465.45	607.07	469.59	604.64	465.67	606.71	469.70	604.24	465.61
710	1	22	606.08	470.12	603.23	466.20	606.34	470.09	604.07	465.94	605.85	470.18	603.49	466.08
711	1	22	604.94	470.90	602.32	466.84	605.28	470.80	602.93	466.39	604.79	470.76	602.51	466.65
712	1	22	603.92	471.56	601.55	467.28	604.46	471.30	601.84	467.05	603.79	471.34	601.45	467.22
713	1	22	602.94	472.11	600.80	467.62	602.84	472.12	600.79	467.66	602.85	471.92	600.55	467.68
714	1	22	601.85	472.68	599.82	467.99	601.60	472.68	599.75	468.08	601.54	472.61	599.45	468.22
715	1	22	600.84	473.17	598.77	468.38	600.50	473.14	598.55	468.54	600.31	473.18	598.26	468.79
716	1	22	599.83	473.67	597.49	468.91	599.83	473.42	597.45	469.12	599.24	473.68	597.11	469.34
717	1	22	598.99	474.12	596.39	469.47	598.93	473.89	596.38	469.79	598.21	474.20	595.93	469.95
718	1	22	598.06	474.66	595.42	470.02	597.69	474.60	595.36	470.48	597.25	474.73	594.85	470.57
719	1	22	596.65	475.38	594.26	470.74	596.03	475.27	594.28	471.06	596.20	475.33	593.81	471.18
720	1	22	595.46	475.88	593.27	471.34	595.56	475.46	593.13	471.62	595.18	475.91	592.97	471.63
721	1	22	594.10	476.43	592.09	471.96	594.56	476.19	592.04	472.25	593.92	476.56	591.97	472.06
722	1	22	592.85	476.95	591.02	472.45	592.13	477.39	591.04	472.70	592.79	477.02	591.19	472.34
723	1	22	591.37	477.49	589.81	472.91	590.85	477.39	589.97	473.07	591.35	477.45	590.07	472.68
724	1	22	590.22	477.86	588.83	473.22	590.05	477.54	588.82	473.49	590.14	477.74	588.92	473.01
725	1	22	589.20	478.17	587.88	473.48	589.23	477.81	587.88	473.79	589.11	478.00	587.76	473.33
726	1	22	588.07	478.51	586.74	473.78	588.26	478.21	586.87	474.06	588.15	478.31	586.58	473.69
727	1	22	586.84	478.89	585.44	474.11	586.95	478.73	585.66	474.36	587.12	478.70	585.48	474.05
728	1	22	585.75	479.27	584.30	474.40	585.96	479.07	584.95	474.49	585.73	479.19	584.27	474.44
729	1	22	584.44	479.71	583.07	474.70	584.54	479.42	583.95	474.58	584.32	479.58	583.14	474.75
730	1	22	583.08	480.09	581.85	474.99	583.28	479.61	582.64	474.68	583.17	479.82	582.26	474.94
731	1	22	581.80	480.39	580.59	475.29	582.58	479.73	581.48	474.86	581.99	480.03	581.26	475.10
732	1	22	580.66	480.63	579.47	475.59	581.48	480.01	580.25	475.13	580.76	480.22	580.16	475.22
733	1	22	579.25	480.89	578.26	475.90	579.99	480.47	579.09	475.30	579.53	480.39	578.96	475.32
734	1	22	578.02	481.06	577.34	476.09	578.41	480.80	577.86	475.37	578.43	480.55	577.73	475.44
735	1	22	576.76	481.16	576.44	476.19	577.59	480.87	576.65	475.68	577.36	480.71	576.49	475.64
736	1	22	575.77	481.20	575.65	476.23	575.89	480.93	575.44	475.96	576.20	480.91	575.30	475.85
737	1	22	574.64	481.22	574.45	476.26	575.03	481.01	574.22	476.08	574.89	481.15	574.07	476.04
738	1	22	573.57	481.30	573.22	476.30	574.01	481.25	572.99	476.24	573.55	481.40	572.79	476.21
739	1	22	572.48	481.40	572.00	476.38	572.46	481.67	571.77	476.38	572.32	481.59	571.60	476.35
740	1	22	571.34	481.51	570.73	476.54	570.48	481.73	570.47	476.47	571.04	481.77	570.30	476.53
741	1	22	570.06	481.61	569.49	476.75	569.72	481.67	569.25	476.63	569.95	481.91	569.15	476.72
742	1	22	569.19	481.68	568.34	476.94	568.79	481.71	567.98	476.86	568.72	482.08	567.80	476.98
743	1	22	568.15	481.89	567.03	477.16	567.75	481.90	566.78	477.05	567.74	482.24	566.65	477.23
744	1	22	567.28	482.16	565.80	477.40	567.16	482.04	565.54	477.30	566.69	482.46	565.39	477.54
745	1	22	566.78	482.33	564.68	477.81	566.51	482.24	564.36	477.66	565.68	482.74	564.18	477.86
746	1	22	565.83	482.70	563.57	478.45	565.48	482.77	563.18	478.12	564.69	483.09	563.05	478.18
747	1	22	564.50	483.27	562.48	479.05	564.28	483.53	562.05	478.59	563.55	483.54	561.80	478.54
748	1	22	563.02	483.97	561.35	479.50	563.08	484.16	560.91	479.07	562.51	483.97	560.66	478.88
749	1	22	561.52	484.66	560.02	479.82	561.58	484.83	559.69	479.53	561.35	484.46	559.39	479.29
750	1	22	560.33	485.18	558.89	480.02	559.91	485.43	558.55	479.92	560.22	484.92	558.23	479.71
751	1	22	559.20	485.63	557.59	480.28	559.19	485.53	557.40	480.33	559.02	485.41	557.06	480.13
752	1	22	558.34	485.94	556.40	480.66	558.13	485.78	556.19	480.74	557.91	485.85	555.93	480.52
753	1	22	557.37	486.29	555.33	481.12	556.84	486.39	554.94	481.09	556.74	486.30	554.71	480.96
754	1	22	556.21	486.68	554.20	481.61	555.79	486.88	553.81	481.42	555.60	486.75	553.55	481.41
755	1	22	554.82	487.17	552.94	482.17	554.94	487.21	552.62	481.89	554.39	487.21	552.37	481.86
756	1	22	553.45	487.64	551.79	482.66	553.54	487.78	551.46	482.48	553.15	487.68	551.19	482.29
757	1	22	552.37	487.93	550.75	483.08	551.77	488.31	550.37	482.93	551.96	488.13	549.99	482.70
758	1	22	551.31	488.17	549.49	483.56	550.88	488.47	549.13	483.30	550.86	488.56	548.79	483.11
759	1	22	550.37	488.48	548.38	483.95	550.23	488.63	547.94	483.70	549.84	488.97	547.63	483.54
760	1	22	549.22	489.04	547.22	484.38	549.60	488.90	546.84	484.28	548.92	489.36	546.56	483.97
761	1	22	548.11	489.65	546.04	484.85	548.15	489.75	545.81	484.92	547.79	489.88	545.28	484.53
762	1	23	613.44	492.37	615.46	494.36	613.48	492.07	615.70	494.37	613.15	491.61	615.65	494.06
763	1	23	614.24	491.54	616.33	493.42	614.19	491.48	616.42	493.54	613.95	490.86	616.40	493.23
764	1	23	615.15	490.59	617.15	492.43	614.84	490.65	617.27	492.60	614.72	490.08	617.14	492.44
765	1	23	615.97	489.73	617.95	491.55	615.86	489.43	618.11	491.67	615.55	489.20	617.99	491.60
766	1	23	616.74	488.82	618.75	490.74	616.69	488.67	618.88	490.83	616.33	488.30	618.85	490.84
767	1	23	617.58	487.90	619.50	490.11	617.38	487.94	619.57	490.19	617.21	487.36	619.69	490.14
768	1	23	618.71	486.95	620.57	489.33	618.36	486.97	620.53	489.34	618.22	486.48	620.56	489.46
769	1	23	619.42	486.39	621.42	488.48	619.33	486.13	621.41	488.50	619.32	485.64	621.54	488.73
770	1	23	620.39	485.51	622.31	487.63	620.33	485.28	622.35	487.70	620.16	485.03	622.50	488.00
771	1	23	621.25	484.70	623.18	486.90	621.28	484.48	623.33	486.89	621.11	484.36	623.45	487.14
772	1	23	622.18	483.82	624.17	486.10	622.14	483.75	624.25	486.04	622.04	483.62	624.42	486.20
773	1	23	623.09	482.97	625.15	485.29	623.10	482.92	625.14	485.18	622.66	483.01	625.28	485.36
774	1	23	624.01	482.16	626.07	484.43	624.08	482.05	626.09	484.32	623.92	481.69	626.18	484.50
775	1	23	624.96	481.33	626.98	483.59	624.93	481.27	627.02	483.48	624.97	480.98	627.13	483.61
776	1	23	625.87	480.51	627.91	482.75	625.74	480.53	627.84	482.54	625.79	480.30	628.02	482.83
777	1	23	626.78	479.69	628.80	481.91	626.80	479.56	628.69	481.65	626.60	479.52	628.85	482.17
778	1	23	627.81	478.77	629.77	481.09	627.57	478.85	629.37	481.13	627.66	478.61	629.85	481.41
779	1	23	628.82	477.94	630.73	480.27	628.73	477.95	630.42	480.40	628.69	477.81	630.91	480.56
780	1	23	629.65	477.34	631.59	479.39	629.55	477.50	631.27	479.50	629.64	477.07	631.87	479.71
781	1	23	630.52	476.58	632.39	478.44	630.55	476.88	632.10	478.56	630.53	476.36	632.79	478.85
782	1	23	631.77	475.53	633.25	477.74	631.39	475.99	633.07	477.77	631.15	475.79	633.53	478.10
783	1	23	632.57	474.96	634.28	476.99	632.05	475.19	634.05	476.96	631.89	475.02	634.46	477.05
784	1	23	633.03	474.45	635.21	476.16	632.65	474.41	634.80	476.00	632.47	474.24	635.17	476.12
785	1	23	633.53	473.77	635.83	475.06	633.59	473.21	635.59	475.01	633.15	473.24	635.89	475.06
786	1	23	634.33	472.55	636.40	474.00	634.45	472.32	636.40	474.06	633.91	472.09	636.60	474.02
787	1	23	635.40	471.13	637.27	473.10	635.26	471.44	637.19	473.11	634.90	470.75	637.43	473.04
788	1	23	636.14	470.26	638.20	472.47	636.02	470.44	637.81	472.63	635.99	469.60	638.35	472.19
789	1	23	636.59	469.72	639.08	471.54	636.42	469.90	638.88	472.06	636.78	468.93	639.15	471.40
790	1	23	637.47	468.61	639.78	470.52	636.94	469.22	639.59	471.07	637.59	468.20	640.05	470.37
