			O1				O2				O3			
155	2	1	116.3348527367	64.2516633942	118.8856496148	58.5767339193	116.3353144689	65.3110897898	117.9197303144	57.8634178551	115.6301940163	64.6195260607	118.9300969629	57.6232131335
156	2	1	118.0739884234	64.9899005256	120.4177074478	59.3893400898	117.8747846718	65.7862168784	120.5576594963	59.0111978989	117.3978744966	65.5528224479	120.3912277893	57.9509900415
157	2	1	119.9566607697	66.0130917606	122.3491288783	59.9196103232	120.1344216439	66.7884410650	122.5239743509	59.5860988910	119.7022889538	66.4154099496	122.5197801149	59.0403286572
158	2	1	121.7867353595	66.9002700665	124.4725363486	60.6513466007	121.8772258582	67.2913282281	124.3345247553	60.3136296206	121.8075162139	66.7863937793	124.8800615490	60.1782891057
159	2	1	123.9629362283	67.8459112631	126.1573764059	61.1771649786	124.1022019783	68.2572409727	126.2873494552	60.8483923251	124.2086492543	67.8677160115	126.2808511028	60.5709724183
160	2	1	125.7773040714	68.4856785599	127.8684806920	61.6006002291	125.8983247337	69.0681688362	128.0549700441	61.0904111067	126.1030930321	68.7596405061	128.4122321768	61.1212305471
161	2	1	128.1968055023	69.1338096305	129.5385943801	62.0102677151	128.2339987404	69.6217627376	129.9143692109	61.5086385129	127.7010133316	69.2460986868	129.8935063996	61.4591550651
162	2	1	130.5523757493	69.2303603885	131.2793180979	62.3611904694	130.1934353397	69.8229503699	131.6714236765	62.0473895583	130.6026030875	69.5220642251	131.2846781972	61.8911215272
163	2	1	132.8919380765	69.3947286292	133.2344557046	62.5150375984	132.6961411972	69.9565116623	133.0907681305	62.3404106575	132.5908897238	69.6195888633	132.5270345403	61.9150303637
164	2	1	134.6401268526	69.5210648155	134.7842501113	62.5099862470	135.0862278010	69.9399350717	134.8433915396	62.3432093492	134.8600325704	69.7527188680	134.9993697538	61.7661209080
